sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
KP0214_AC_SQ20	KP0214_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0214_AC_SQ20.R1.fq.gz	KP0214_AC_SQ20.R2.fq.gz
KP0216_AC_SQ20	KP0216_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0216_AC_SQ20.R1.fq.gz	KP0216_AC_SQ20.R2.fq.gz
KP0217_AC_SQ20	KP0217_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0217_AC_SQ20.R1.fq.gz	KP0217_AC_SQ20.R2.fq.gz
KP0218_AC_SQ20	KP0218_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0218_AC_SQ20.R1.fq.gz	KP0218_AC_SQ20.R2.fq.gz
KP0219_AC_SQ20	KP0219_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0219_AC_SQ20.R1.fq.gz	KP0219_AC_SQ20.R2.fq.gz
KP0220_AC_SQ20	KP0220_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0220_AC_SQ20.R1.fq.gz	KP0220_AC_SQ20.R2.fq.gz
KP0221_AC_SQ20	KP0221_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0221_AC_SQ20.R1.fq.gz	KP0221_AC_SQ20.R2.fq.gz
KP0222_AC_SQ20	KP0222_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0222_AC_SQ20.R1.fq.gz	KP0222_AC_SQ20.R2.fq.gz
KP0223_AC_SQ20	KP0223_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0223_AC_SQ20.R1.fq.gz	KP0223_AC_SQ20.R2.fq.gz
KP0225_AC_SQ20	KP0225_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0225_AC_SQ20.R1.fq.gz	KP0225_AC_SQ20.R2.fq.gz
KP0227_AC_SQ20	KP0227_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0227_AC_SQ20.R1.fq.gz	KP0227_AC_SQ20.R2.fq.gz
KP0229_AC_SQ20	KP0229_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0229_AC_SQ20.R1.fq.gz	KP0229_AC_SQ20.R2.fq.gz
KP0230_AC_SQ20	KP0230_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0230_AC_SQ20.R1.fq.gz	KP0230_AC_SQ20.R2.fq.gz
KP0232_AC_SQ20	KP0232_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0232_AC_SQ20.R1.fq.gz	KP0232_AC_SQ20.R2.fq.gz
KP0233_AC_SQ20	KP0233_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0233_AC_SQ20.R1.fq.gz	KP0233_AC_SQ20.R2.fq.gz
KP0235_AC_SQ20	KP0235_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0235_AC_SQ20.R1.fq.gz	KP0235_AC_SQ20.R2.fq.gz
KP0236_AC_SQ20	KP0236_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0236_AC_SQ20.R1.fq.gz	KP0236_AC_SQ20.R2.fq.gz
KP0237_AC_SQ20	KP0237_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0237_AC_SQ20.R1.fq.gz	KP0237_AC_SQ20.R2.fq.gz
KP0238_AC_SQ20	KP0238_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0238_AC_SQ20.R1.fq.gz	KP0238_AC_SQ20.R2.fq.gz
KP0239_AC_SQ20	KP0239_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0239_AC_SQ20.R1.fq.gz	KP0239_AC_SQ20.R2.fq.gz
KP0240_AC_SQ20	KP0240_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0240_AC_SQ20.R1.fq.gz	KP0240_AC_SQ20.R2.fq.gz
KP0241_AC_SQ20	KP0241_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0241_AC_SQ20.R1.fq.gz	KP0241_AC_SQ20.R2.fq.gz
KP0242_AC_SQ20	KP0242_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0242_AC_SQ20.R1.fq.gz	KP0242_AC_SQ20.R2.fq.gz
KP0243_AC_SQ20	KP0243_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0243_AC_SQ20.R1.fq.gz	KP0243_AC_SQ20.R2.fq.gz
KP0244_LM_SQ20	KP0244_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0244_LM_SQ20.R1.fq.gz	KP0244_LM_SQ20.R2.fq.gz
KP0245_AC_SQ20	KP0245_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0245_AC_SQ20.R1.fq.gz	KP0245_AC_SQ20.R2.fq.gz
KP0246_AC_SQ20	KP0246_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0246_AC_SQ20.R1.fq.gz	KP0246_AC_SQ20.R2.fq.gz
KP0247_AC_SQ20	KP0247_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0247_AC_SQ20.R1.fq.gz	KP0247_AC_SQ20.R2.fq.gz
KP0249_LM_SQ20	KP0249_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0249_LM_SQ20.R1.fq.gz	KP0249_LM_SQ20.R2.fq.gz
KP0250_AC_SQ20	KP0250_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0250_AC_SQ20.R1.fq.gz	KP0250_AC_SQ20.R2.fq.gz
KP0251_AC_SQ20	KP0251_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0251_AC_SQ20.R1.fq.gz	KP0251_AC_SQ20.R2.fq.gz
KP0252_LM_SQ20	KP0252_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0252_LM_SQ20.R1.fq.gz	KP0252_LM_SQ20.R2.fq.gz
KP0253_LM_SQ20	KP0253_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0253_LM_SQ20.R1.fq.gz	KP0253_LM_SQ20.R2.fq.gz
KP0254_LM_SQ20	KP0254_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0254_LM_SQ20.R1.fq.gz	KP0254_LM_SQ20.R2.fq.gz
KP0255_AC_SQ20	KP0255_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0255_AC_SQ20.R1.fq.gz	KP0255_AC_SQ20.R2.fq.gz
KP0256_AC_SQ20	KP0256_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0256_AC_SQ20.R1.fq.gz	KP0256_AC_SQ20.R2.fq.gz
KP0257_AC_SQ20	KP0257_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0257_AC_SQ20.R1.fq.gz	KP0257_AC_SQ20.R2.fq.gz
KP0258_AC_SQ20	KP0258_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0258_AC_SQ20.R1.fq.gz	KP0258_AC_SQ20.R2.fq.gz
KP0259_AC_SQ20	KP0259_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0259_AC_SQ20.R1.fq.gz	KP0259_AC_SQ20.R2.fq.gz
KP0260_AC_SQ20	KP0260_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0260_AC_SQ20.R1.fq.gz	KP0260_AC_SQ20.R2.fq.gz
KP0261_AC_SQ20	KP0261_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0261_AC_SQ20.R1.fq.gz	KP0261_AC_SQ20.R2.fq.gz
KP0262_AC_SQ20	KP0262_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0262_AC_SQ20.R1.fq.gz	KP0262_AC_SQ20.R2.fq.gz
KP0263_AC_SQ20	KP0263_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0263_AC_SQ20.R1.fq.gz	KP0263_AC_SQ20.R2.fq.gz
KP0264_AC_SQ20	KP0264_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0264_AC_SQ20.R1.fq.gz	KP0264_AC_SQ20.R2.fq.gz
KP0266_AC_SQ20	KP0266_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0266_AC_SQ20.R1.fq.gz	KP0266_AC_SQ20.R2.fq.gz
KP0268_AC_SQ20	KP0268_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0268_AC_SQ20.R1.fq.gz	KP0268_AC_SQ20.R2.fq.gz
KP0269_AC_SQ20	KP0269_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0269_AC_SQ20.R1.fq.gz	KP0269_AC_SQ20.R2.fq.gz
KP0271_AC_SQ20	KP0271_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0271_AC_SQ20.R1.fq.gz	KP0271_AC_SQ20.R2.fq.gz
KP0272_AC_SQ20	KP0272_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0272_AC_SQ20.R1.fq.gz	KP0272_AC_SQ20.R2.fq.gz
KP0273_AC_SQ20	KP0273_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0273_AC_SQ20.R1.fq.gz	KP0273_AC_SQ20.R2.fq.gz
KP0274_AC_SQ20	KP0274_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0274_AC_SQ20.R1.fq.gz	KP0274_AC_SQ20.R2.fq.gz
KP0275_AC_SQ20	KP0275_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0275_AC_SQ20.R1.fq.gz	KP0275_AC_SQ20.R2.fq.gz
KP0276_AC_SQ20	KP0276_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0276_AC_SQ20.R1.fq.gz	KP0276_AC_SQ20.R2.fq.gz
KP0277_AC_SQ20	KP0277_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0277_AC_SQ20.R1.fq.gz	KP0277_AC_SQ20.R2.fq.gz
KP0279_AC_SQ20	KP0279_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0279_AC_SQ20.R1.fq.gz	KP0279_AC_SQ20.R2.fq.gz
KP0280_AC_SQ20	KP0280_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0280_AC_SQ20.R1.fq.gz	KP0280_AC_SQ20.R2.fq.gz
KP0281_AC_SQ20	KP0281_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0281_AC_SQ20.R1.fq.gz	KP0281_AC_SQ20.R2.fq.gz
KP0282_LM_SQ20	KP0282_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0282_LM_SQ20.R1.fq.gz	KP0282_LM_SQ20.R2.fq.gz
KP0283_AC_SQ20	KP0283_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0283_AC_SQ20.R1.fq.gz	KP0283_AC_SQ20.R2.fq.gz
KP0284_AC_SQ20	KP0284_AC_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0284_AC_SQ20.R1.fq.gz	KP0284_AC_SQ20.R2.fq.gz
KP0285_LM_SQ20	KP0285_LM_SQ20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0285_LM_SQ20.R1.fq.gz	KP0285_LM_SQ20.R2.fq.gz
KP0288_LM_WP20	KP0288_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0288_LM_WP20.R1.fq.gz	KP0288_LM_WP20.R2.fq.gz
KP0289_AC_WP20	KP0289_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0289_AC_WP20.R1.fq.gz	KP0289_AC_WP20.R2.fq.gz
KP0290_LM_WP20	KP0290_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0290_LM_WP20.R1.fq.gz	KP0290_LM_WP20.R2.fq.gz
KP0291_AC_WP20	KP0291_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0291_AC_WP20.R1.fq.gz	KP0291_AC_WP20.R2.fq.gz
